id,Date,Open,High,Low,Close,Adj Close,Volume
1,1/2/01,132,132.15625,127.5625,128.8125,85.693497,8737500
2,1/3/01,128.3125,136,127.65625,135,89.809753,19431600
3,1/4/01,134.9375,135.46875,133,133.546875,88.843063,9219000
4,1/5/01,133.46875,133.625,129.1875,129.1875,85.942963,12911400
5,1/8/01,129.875,130.1875,127.6875,130.1875,86.608238,6625300
6,1/9/01,131.046875,131.5,129.421875,129.84375,86.379532,5702400
7,1/10/01,129,132.125,128.8125,132.125,87.897163,8746100
8,1/11/01,131.09375,133.484375,131.09375,132.25,87.980339,7245100
9,1/12/01,132.6875,133.71875,131.28125,132,87.814026,7244000
10,1/16/01,132,133.1875,131.515625,132.84375,88.375343,8542200
11,1/17/01,134.84375,135.046875,132.640625,133.453125,88.780685,7851400
12,1/18/01,133.4375,135.703125,132.9375,134.78125,89.664253,8107000
13,1/19/01,136.1875,136.1875,133.875,134.015625,89.154884,7782500
14,1/22/01,134.25,135.78125,133.5625,134.90625,89.747391,7050900
15,1/23/01,134.46875,136.65625,134.15625,135.96875,90.454269,8463100
16,1/24/01,136.25,137.3125,135.84375,136.375,90.724518,6199900
17,1/25/01,136.25,137.25,135.65625,136.03125,90.495842,10818300
18,1/26/01,135.15625,136.125,134.453125,135.875,90.391853,7136800
19,1/29/01,135.5,136.899994,135.369995,136.600006,90.874184,6705900
20,1/30/01,136.300003,137.919998,135.789993,137.800003,91.67247,7069100
21,1/31/01,137.399994,138.699997,136.600006,137.020004,91.153595,9706900
22,2/1/01,137.100006,137.949997,136.25,137.929993,91.758972,8239100
23,2/2/01,137.399994,137.990005,134.75,134.800003,89.676712,8276600
24,2/5/01,134.800003,135.940002,134.75,135.789993,90.335335,4352900
25,2/6/01,135.300003,136.699997,135.220001,135.389999,90.069237,7106700
26,2/7/01,134.720001,135.399994,133.679993,134.690002,89.603554,5748700
27,2/8/01,134.800003,135.399994,133.100006,133.119995,88.55909,5943300
28,2/9/01,133.350006,133.350006,131.259995,131.839996,87.707588,9913000
29,2/12/01,131.699997,133.5,131.699997,133.350006,88.712105,5804400
30,2/13/01,133.699997,134.169998,132,132.259995,87.986984,6587600
31,2/14/01,132.649994,132.649994,130.660004,132.059998,87.85392,8400100
32,2/15/01,132.839996,133.520004,131.990005,133.339996,88.70546,5929800
33,2/16/01,131,131.289993,129.300003,130.399994,86.749596,6434900
34,2/20/01,131.039993,131.139999,128.100006,128.389999,85.412422,5760000
35,2/21/01,127.900002,128.839996,125.5,125.620003,83.569664,10910800
36,2/22/01,126.349998,126.540001,123.019997,125.809998,83.696037,21281600
37,2/23/01,125.080002,125.540001,121.800003,124.959999,83.130615,20173000
38,2/26/01,125.800003,127.620003,124.5,127.620003,84.900185,11503700
39,2/27/01,126.800003,127.839996,125.510002,126.440002,84.115196,11415000
40,2/28/01,126.75,126.839996,123.269997,123.949997,82.458672,14825800
41,3/1/01,124.050003,124.599998,121.75,124.599998,82.891113,14672000
42,3/2/01,122.5,125.650002,122.300003,123.610001,82.232491,12564300
43,3/5/01,124.150002,124.779999,123.809998,124.739998,82.984261,5293200
44,3/6/01,126.349998,127.75,125.489998,126.080002,83.875702,6917000
45,3/7/01,126.900002,127.040001,125.760002,126.980003,84.474419,6371700
46,3/8/01,126.599998,127.239998,126.139999,127.120003,84.567543,6055000
47,3/9/01,126.099998,126.099998,123.110001,123.360001,82.066147,10020300
48,3/12/01,122.339996,122.5,117.75,118.080002,78.553612,13972900
49,3/13/01,119.400002,120.440002,117.529999,120.019997,79.844223,12888000
50,3/14/01,117.050003,119.290001,115.75,117.650002,78.267563,19883400
51,3/15/01,118.449997,118.860001,117.360001,117.68,78.287491,10370300
52,3/16/01,117.129997,117.400002,114.809998,115.010002,76.71727,58514600
53,3/19/01,115.760002,117.690002,114.82,117.349998,78.278168,10067800
54,3/20/01,117.900002,118.459999,114.110001,114.199997,76.176979,15083900
55,3/21/01,114.18,115.260002,111.900002,112.260002,74.882935,19004600
56,3/22/01,112.019997,112.599998,108.040001,111.120003,74.122475,28624800
57,3/23/01,113.25,114.660004,111.5,114.480003,76.363754,12861700
58,3/26/01,115.699997,116.269997,114.769997,115.940002,77.337631,9943800
59,3/27/01,115.620003,118.650002,115.279999,118.309998,78.918549,12880700
60,3/28/01,116.900002,116.949997,114.900002,115.040001,76.737282,10953300
61,3/29/01,114.699997,116.5,112.139999,115.480003,77.030777,12060300
62,3/30/01,115.550003,116.690002,114.5,116.690002,77.837959,9183600
63,4/2/01,116.300003,117.379997,113.800003,114.199997,76.176979,10561000
64,4/3/01,113.980003,114.150002,110.059998,110.389999,73.635498,12836000
65,4/4/01,110.57,112.099998,109.300003,110.849998,73.942352,14884300
66,4/5/01,113.300003,115.489998,112.5,115.050003,76.743965,21522800
67,4/6/01,113.989998,114.400002,112.059998,113.300003,75.57663,14937800
68,4/9/01,114,114.989998,112.779999,114.559998,76.417107,9034300
69,4/10/01,115.449997,117.75,115.169998,116.650002,77.811249,17873600
70,4/11/01,118.779999,118.989998,116.139999,116.730003,77.864624,12722300
71,4/12/01,116.300003,118.940002,115.959999,118.849998,79.278732,9233200
72,4/16/01,118.290001,118.889999,116.910004,117.599998,78.444931,7350000
73,4/17/01,117.309998,119.660004,117.019997,119.260002,79.552254,10924700
74,4/18/01,121.059998,126,120.690002,124,82.714058,32481600
75,4/19/01,124.25,125.839996,123.580002,125.650002,83.814674,13809900
76,4/20/01,124.900002,125.400002,123.660004,124.5,83.047585,7626700
77,4/23/01,123.650002,123.889999,121.910004,122.239998,81.540047,8451800
78,4/24/01,122.519997,123.650002,121.099998,121.580002,81.099785,10044700
79,4/25/01,121.419998,123.669998,120.949997,123.169998,82.160385,8249000
80,4/26/01,123.730003,125.220001,123.5,123.720001,82.527267,10590400
81,4/27/01,124.919998,125.839996,124.199997,125.779999,83.901428,7938700
82,4/30/01,126.449997,127.269997,124.669998,126.660004,84.488411,10766900
83,5/1/01,125.07,127.150002,124.599998,127.050003,84.748589,10578000
84,5/2/01,127.410004,127.690002,126,126.82,84.595146,9572900
85,5/3/01,126.129997,126.150002,124.220001,125.209999,83.521164,9926200
